participant_id|session_id|session_uuid|study_id|wave|pack_id|launcher_file|pack_resource_checksum|start_date|start_time|start_timestamp|end_date|end_time|end_timestamp|exit_status|exit_status_detail|exit_screen|build_date|application_version|android_version|os|os_version|device_id|device_manufacturer|device_model|launch_type|beep_file|beep_time_target|beep_time_actual|pack_screen_trail|demo_cogselect|demo_dotmemory_run_uuid|demo_dotmemory_type|distract_now|demo_symbolsearch_run_uuid|demo_symbolsearch_type
9999|4|d7fbbdf5-fcb1-4015-9499-fccedbc70ee1|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:30:45|2020-09-16T19:30:45Z|2020/09/16|15:38:44|2020-09-16T19:38:44Z|NORMAL|NA|demo_intro|7/30/20 5:54 PM|1.3|7.1.1|android|7.1.1|3092120c7adf127d|ZTE|ZTE A2017U|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:30:45:159>minimized:15:33:50:654>resumed:15:34:37:872|NONE_CHECKED|.|.|.|.|.
9999|2|40358a75-b4ae-4fc3-85df-302de350a8c4|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:26:52|2020-09-16T19:26:52Z|2020/09/16|15:40:48|2020-09-16T19:40:48Z|NORMAL|NA|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|8bea2a76f2c4a7d4|Xiaomi|Mi A1|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:26:52:483>minimized:15:27:20:541>resumed:15:40:45:772|NONE_CHECKED|.|.|.|.|.
9999|4|55fc9b25-17a8-4474-97a6-3667c4b13f68|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"65B44A8085F51617944EAFACEA11BBA3","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:41:15|2020-09-16T19:41:15Z|2020/09/16|15:41:17|2020-09-16T19:41:17Z|NORMAL|NA|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|8bea2a76f2c4a7d4|Xiaomi|Mi A1|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:41:15:877|NONE_CHECKED|.|.|.|.|.
9999|3|a16dba8a-44a8-4591-aaf9-b8b9b8270cad|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"65B44A8085F51617944EAFACEA11BBA3","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:41:57|2020-09-16T19:41:57Z|2020/09/16|15:42:03|2020-09-16T19:42:03Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|b53b6f70e86ad77a|Xiaomi|Mi A1|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:41:57:075>demo_dotmemory_instruction_pack.screen0:15:41:59:094>demo_dotmemory_instruction_pack.screen1:15:42:00:276>demo_dotmemory_instruction_pack.screen0:15:42:01:389>demo_intro:15:42:02:794|dotmemory|.|.|.|.|.
9999|3|70108d49-7859-43f0-9ee5-04c0e0307d30|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"65B44A8085F51617944EAFACEA11BBA3","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:46:06|2020-09-16T19:46:06Z|2020/09/16|15:46:07|2020-09-16T19:46:07Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|b53b6f70e86ad77a|Xiaomi|Mi A1|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:46:06:730|NONE_CHECKED|.|.|.|.|.
9999|8|3a87c1ed-1156-4097-9d83-2976199c4385|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"D706FEC55A8E0041AEBAC9802DC01B4A","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:50:30|2020-09-16T19:50:30Z|2020/09/16|15:51:21|2020-09-16T19:51:21Z|MINIMIZE/FORCE_CLOSE|NA|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|8bea2a76f2c4a7d4|Xiaomi|Mi A1|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:50:30:062>demo_dotmemory_instruction_pack.screen0:15:50:34:139>demo_dotmemory_instruction_pack.screen1:15:50:35:575>demo_dotmemory_instruction_pack.screen2:15:50:36:905>demo_dotmemory_instruction_pack.screen3:15:50:38:226>demo_dotmemory_instruction_pack.screen4:15:50:39:395>demo_dotmemory_cogtask_screen:15:50:40:452>distract:15:51:14:066>demo_intro:15:51:18:557>minimized:15:51:21:246|dotmemory|9347b80c-be49-4b31-8756-b9ad1e50bcb6|script_dotmemory|No|.|.
9999|13|fcc110fc-b24c-4a35-9917-98d19266b552|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:52:36|2020-09-16T19:52:36Z|2020/09/16|15:52:38|2020-09-16T19:52:38Z|MINIMIZE/FORCE_CLOSE|NA|demo_intro|7/30/20 5:54 PM|1.3|10|android|10|ff804540f3fee82c|samsung|SM-N976V|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:52:36:392>demo_intro:15:52:38:062>minimized:15:52:38:981|NONE_CHECKED|.|.|.|.|.
9999|8|c08e608c-aded-48e2-ac94-be6a7feb2012|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"D706FEC55A8E0041AEBAC9802DC01B4A","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:51:24|2020-09-16T19:51:24Z|2020/09/16|15:52:43|2020-09-16T19:52:43Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|7.1.1|android|7.1.1|3092120c7adf127d|ZTE|ZTE A2017U|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:51:24:247|NONE_CHECKED|.|.|.|.|.
9999|8|3a87c1ed-1156-4097-9d83-2976199c4385|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"D706FEC55A8E0041AEBAC9802DC01B4A","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:50:30|2020-09-16T19:50:30Z|2020/09/17|13:48:16|2020-09-17T17:48:16Z|MINIMIZE/FORCE_CLOSE|NA|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|8bea2a76f2c4a7d4|Xiaomi|Mi A1|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:50:30:062>demo_dotmemory_instruction_pack.screen0:15:50:34:139>demo_dotmemory_instruction_pack.screen1:15:50:35:575>demo_dotmemory_instruction_pack.screen2:15:50:36:905>demo_dotmemory_instruction_pack.screen3:15:50:38:226>demo_dotmemory_instruction_pack.screen4:15:50:39:395>demo_dotmemory_cogtask_screen:15:50:40:452>distract:15:51:14:066>demo_intro:15:51:18:557>minimized:15:51:21:246>resumed:13:48:15:441>minimized:13:48:16:848|dotmemory|9347b80c-be49-4b31-8756-b9ad1e50bcb6|script_dotmemory|No|.|.

