key,wearit_col_qnum,wearit_col_ques,wearit_col_label,filenames
"No Response,-1",Q_4470,The next several question ask about STRESSFUL experiences that may  have happened since the last survey. A STRESSFUL experience is any experience that presented a challenge or affected  you negatively.,depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No, nothing special happened,1",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Negative social interaction,2",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Health issue (yours),3",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Health issue (spouse/partner),4",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"A problem someone else had,5",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"A mistake you made,6",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Financial problem,7",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Heard bad or upsetting news,8",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Time pressure / running late,9",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Other stressful experience,10",Q_4471,Did anything STRESSFUL happen? (Please indicate the most significant  experience),depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Stressful things don’t usually happen to me,1",Q_4472,Why do you think nothing stressful happened?,stress_whynot,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"I didn’t let problems get to me,2",Q_4472,Why do you think nothing stressful happened?,stress_whynot,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"I avoided stressful situations,3",Q_4472,Why do you think nothing stressful happened?,stress_whynot,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"I handled problems before they became stressful,4",Q_4472,Why do you think nothing stressful happened?,stress_whynot,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Someone helped me,5",Q_4472,Why do you think nothing stressful happened?,stress_whynot,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"I got lucky,6",Q_4472,Why do you think nothing stressful happened?,stress_whynot,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Other reason,7",Q_4472,Why do you think nothing stressful happened?,stress_whynot,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Not at all,0",Q_4473,"Even though nothing stressful happened, did you think  about stressful things?",stress_whynot2,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Very Much,100",Q_4473,"Even though nothing stressful happened, did you think  about stressful things?",stress_whynot2,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Not at all,0",Q_4474,How unpleasant was it when it happened?,feel_then1,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Extremely,100",Q_4474,How unpleasant was it when it happened?,feel_then1,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Worse,0",Q_4475,How do you feel about it now?,feel_now1,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Better,100",Q_4475,How do you feel about it now?,feel_now1,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4476,"Thank you for completing the survey. Now, get ready to play some brain  games!",info_brain_games,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4477,While you were playing the brain games...,info_distract,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Yes,1",Q_4478,Were you distracted by anything in your environment while  performing the brain games?,distract_now,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No,2",Q_4478,Were you distracted by anything in your environment while  performing the brain games?,distract_now,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Distracting sound,1",Q_4479,Please identify anything that distracted you. (Select all that apply),distract_what,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Distracting lights,2",Q_4479,Please identify anything that distracted you. (Select all that apply),distract_what,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Distracting temperature,3",Q_4479,Please identify anything that distracted you. (Select all that apply),distract_what,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Social distractions,4",Q_4479,Please identify anything that distracted you. (Select all that apply),distract_what,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Other distractions,5",Q_4479,Please identify anything that distracted you. (Select all that apply),distract_what,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4480,End Block,end_block,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4481,Press the arrow button below to continue.,dotmemory_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4482,Press the arrow button below to continue.,symbolsearch_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4483,Press the arrow button below to continue.,shoppinglist_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4483,Press the arrow button below to continue.,shoppinglist_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4483,Press the arrow button below to continue.,shoppinglist_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4483,Press the arrow button below to continue.,shoppinglist_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4483,Press the arrow button below to continue.,shoppinglist_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4958,Press the arrow button below to continue.,colornaming_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4958,Press the arrow button below to continue.,colornaming_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4958,Press the arrow button below to continue.,colornaming_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4958,Press the arrow button below to continue.,colornaming_UUID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_4959,Test informational question,depricated,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No, nothing stressful happened,1",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Negative social interaction,2",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Health issue (yours),3",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Health issue (spouse/partner),4",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"A problem someone else had,5",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"A mistake you made,6",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Financial problem,7",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Heard bad or upsetting news,8",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Time pressure / running late,9",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"Other stressful experience,10",Q_5295,Did anything STRESSFUL happen? (Please indicate the most significant  experience),stressor_type,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
"No Response,-1",Q_5303,The next several questions ask about STRESSFUL experiences that may have happened since the last survey. A STRESSFUL experience is any experience that presented a challenge or affected you negatively.,info_stress_intro,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,Participant ID,Participant ID,Participant ID,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,Survey Date Completed,Survey Date Completed,Survey Date Completed,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,Survey Date Submitted,Survey Date Submitted,Survey Date Submitted,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,...4,Survey Name,NA,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,External ID,NA,NA,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,Alert Times,NA,NA,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,Model,NA,NA,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
NA,OS,NA,NA,"Beeped_Survey_1,Beeped_Survey_2,Beeped_Survey_3"
